4K,#genre#
湖北卫视,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/ott.mobaibox.com/PLTV/4/224/3221227479/index.m3u8
湖北卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001347/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
黑龙江卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001031/index.m3u8
黑龙江卫视,http://[2409:8087:2001:20:2800:0:df6e:eb17]/wh7f454c46tw3143044227_-926148572/ott.mobaibox.com/PLTV/3/224/3221227514/index.m3u8?icpid=3&RTS=1668597937&from=40&popid=40&hms_devid=2114&prioritypopid=40&vqe=3
黑龙江卫视,http://[2409:8087:2001:20:2800:0:df6e:eb16]:80/ott.mobaibox.com/PLTV/4/224/3221227514/index.m3u8
黑龙江卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001338/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
吉林卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001225/index.m3u8
吉林卫视,http://[2409:8087:2001:20:2800:0:df6e:eb03]/wh7f454c46tw1874077489_789689702/ott.mobaibox.com/PLTV/3/224/3221228130/index.m3u8?icpid=3&RTS=1669700475&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3
吉林卫视,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/ott.mobaibox.com/PLTV/4/224/3221228130/index.m3u8
吉林卫视,http://[2409:8087:1e04:21::102]:6060/cms001/ch00000090990000001225/1.m3u8
海南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001183/index.m3u8
海南卫视,http://[2409:8087:2001:20:2800:0:df6e:eb08]/wh7f454c46tw2843123663_1489055229/ott.mobaibox.com/PLTV/3/224/3221228139/index.m3u8?icpid=3&RTS=1669701444&from=40&popid=40&hms_devid=2037&prioritypopid=40&vqe=3
海南卫视,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/ott.mobaibox.com/PLTV/4/224/3221228139/index.m3u8
海南卫视,http://[2409:8087:1e04:21::102]:6060/cms001/ch00000090990000001183/1.m3u8
厦门卫视,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
内蒙古卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001068/index.m3u8
内蒙古卫视,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw2228825807_1324573507/ott.mobaibox.com/PLTV/3/224/3221227557/index.m3u8
重庆卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001129/index.m3u8
重庆卫视,http://[2409:8087:2001:20:2800:0:df6e:eb09]/wh7f454c46tw2787424866_142914197/ott.mobaibox.com/PLTV/3/224/3221228133/index.m3u8?icpid=3&RTS=1669701388&from=40&popid=40&hms_devid=2037&prioritypopid=40&vqe=3
重庆卫视,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/ott.mobaibox.com/PLTV/4/224/3221228133/index.m3u8
重庆卫视,http://[2409:8087:1e04:21::102]:6060/cms001/ch00000090990000001129/1.m3u8
四川卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001130/index.m3u8
四川卫视,http://[2409:8087:2001:20:2800:0:df6e:eb09]/wh7f454c46tw2502717081_11504314/ott.mobaibox.com/PLTV/3/224/3221227556/index.m3u8?icpid=3&RTS=1669701103&from=40&popid=40&hms_devid=2037&prioritypopid=40&vqe=3
四川卫视,http://[2409:8087:2001:20:2800:0:df6e:eb08]:80/ott.mobaibox.com/PLTV/4/224/3221228171/index.m3u8
四川卫视,http://[2409:8087:1e04:21::102]:6060/cms001/ch00000090990000001130/1.m3u8
云南卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001223/index.m3u8
云南卫视,http://[2409:8087:2001:20:2800:0:df6e:eb05]:80/ott.mobaibox.com/PLTV/4/224/3221225591/index.m3u8
云南卫视,http://[2409:8087:1e04:21::102]:6060/cms001/ch00000090990000001223/1.m3u8
贵州卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001184/index.m3u8
贵州卫视,http://[2409:8087:2001:20:2800:0:df6e:eb08]/wh7f454c46tw2087544744_109645303/ott.mobaibox.com/PLTV/3/224/3221228136/index.m3u8?icpid=3&RTS=1669700688&from=40&popid=40&hms_devid=2037&prioritypopid=40&vqe=3
贵州卫视,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/ott.mobaibox.com/PLTV/4/224/3221228136/index.m3u8
贵州卫视,http://[2409:8087:1e04:21::102]:6060/cms001/ch00000090990000001184/1.m3u8
陕西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001067/index.m3u8
甘肃卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001298/index.m3u8
甘肃卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/wh7f454c46tw1400573680_-1979013462/ott.mobaibox.com/PLTV/3/224/3221227568/index.m3u8?icpid=3&RTS=1668600490&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3
甘肃卫视,http://[2409:8087:1e04:21::102]:6060/cms001/ch00000090990000001298/1.m3u8
甘肃卫视,https://hls.gstv.com.cn/49048r/6e1sy2.m3u8
宁夏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001074/index.m3u8
青海卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001082/index.m3u8
青海卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1b]/wh7f454c46tw1221605145_-1738716276/ott.mobaibox.com/PLTV/3/224/3221227554/index.m3u8?icpid=3&RTS=1668600311&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3
新疆卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001065/index.m3u8
新疆卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0b]/wh7f454c46tw993550557_162751766/ott.mobaibox.com/PLTV/3/224/3221228290/index.m3u8?icpid=3&RTS=1668604377&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3
西藏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001072/index.m3u8

港台,#genre#
华藏卫视,http://192.168.50.1:35455/youtube/ypmrwYeLAaQ
净空法师,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
净空法师,https://epg.pw/stream/3d225763259c694c6c8043cbcb631d619b885234939eae87247bc232e047c580.m3u8
净空法师,http://192.168.50.1:35455/youtube/JCIVsura-0A
生命电视台,https://epg.pw/stream/e13c9b96d252b657b1b07bdff69614aa4d4992bf058df1f8a9140e61238319d1.m3u8
生命电视台,https://epg.pw/stream/3f1da41967f70b7fc0c80cce65f2a8c6d9c74b85eb97d39b0f3745b36b69a875.m3u8
三立新闻,http://192.168.50.1:35455/youtube/FoBfXvlOR6I
三立iNEWS,http://192.168.50.1:35455/youtube/CKjSm5ZeehE
三立iNEWS+,http://192.168.50.1:35455/youtube/oZdzzvxTfUY
民视新闻,http://192.168.50.1:35455/youtube/ylYJSBUgaMA
台视新闻,http://192.168.50.1:35455/youtube/xL0ch83RAK8
中视新闻,http://192.168.50.1:35455/youtube/TCnaIE_SAtM
公视新闻,http://192.168.50.1:35455/youtube/quwqlazU-c8
东森新闻,http://192.168.50.1:35455/youtube/2dfAzcDf8Zg
东森财经新闻,http://192.168.50.1:35455/youtube/WHEPzbFA3hw
东森LIVE,http://192.168.50.1:35455/youtube/E0zhe2gkXBs
TVBS NEWS,http://192.168.50.1:35455/youtube/m_dhMSvUCIc
TVBS新闻,http://192.168.50.1:35455/youtube/2mCSYvcfhtc
TVBS,http://192.168.50.1:35455/youtube/YvdcZ_jpLXE
寰宇新闻,http://192.168.50.1:35455/youtube/6IquAgfvYmc
寰宇新闻台湾台,http://192.168.50.1:35455/youtube/w87VGpgd90U
镜新闻,http://192.168.50.1:35455/youtube/5n0y6b0Q25o
中天新闻,http://192.168.50.1:35455/youtube/oIgbl7t0S_w
新唐人亚太台,http://192.168.50.1:35455/youtube/WIhgU_mc05A
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰中文,https://0472.org/hls/youzaiSB/fhzw.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰资讯,https://0472.org/hls/youzaiSB/fhzx.m3u8
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
凤凰香港,https://0472.org/hls/youzaiSB/fhhk.m3u8

地方,#genre#
上海五星体育,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001018/index.m3u8
上海五星体育,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001018/index.m3u8?
上海东方影视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001016/index.m3u8
上海纪实人文,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001019/index.m3u8
北京纪实科教,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226232/1.m3u8
北京纪实科教,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001329/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
湖南金鹰纪实,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001230/index.m3u8
徐州1新闻综合,http://[2409:8087:2001:20:2800:0:df6e:eb15]:80/ott.mobaibox.com/PLTV/4/224/3221225945/index.m3u8
徐州1新闻综合,http://[2409:8087:2001:20:2800:0:df6e:eb14]/wh7f454c46tw449482893_-1418519228/ott.mobaibox.com/PLTV/3/224/3221225945/index.m3u8
徐州2经济生活,http://[2409:8087:2001:20:2800:0:df6e:eb14]:80/ott.mobaibox.com/PLTV/4/224/3221225947/index.m3u8
徐州2经济生活,http://[2409:8087:2001:20:2800:0:df6e:eb14]/wh7f454c46tw554442372_-1047030766/ott.mobaibox.com/PLTV/3/224/3221225947/index.m3u8
徐州3文艺影视,http://[2409:8087:2001:20:2800:0:df6e:eb14]:80/ott.mobaibox.com/PLTV/4/224/3221225949/index.m3u8
徐州3文艺影视,http://[2409:8087:2001:20:2800:0:df6e:eb14]/wh7f454c46tw612056802_-2107448704/ott.mobaibox.com/PLTV/3/224/3221225949/index.m3u8
徐州4公共频道,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/wh7f454c46tw646564841_-1162201747/ott.mobaibox.com/PLTV/3/224/3221225951/index.m3u8
甘肃都市频道,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226248/1.m3u8
甘肃经济频道,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226252/1.m3u8
甘肃文化影视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226287/1.m3u8
甘肃少儿频道,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226289/1.m3u8
甘肃公共应急,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226250/1.m3u8
兰州新闻综合,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226242/1.m3u8
兰州文旅频道,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226597/1.m3u8

咪咕直播,#genre#
4K-1,http://[2409:8087:1a01:df::4001]/PLTV/88888888/224/3221225655/index.m3u8
4K-2,http://[2409:8087:1a01:df::4005]/PLTV/88888888/224/3221225651/index.m3u8
1,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225611/index.m3u8
2,http://[2409:8087:1a01:df::4005]/PLTV/88888888/224/3221225613/index.m3u8
4,http://[2409:8087:1a01:df::4017]/PLTV/88888888/224/3221225619/index.m3u8
5,http://[2409:8087:1a01:df::4058]/PLTV/88888888/224/3221225620/index.m3u8
6,http://[2409:8087:1a01:df::4015]/PLTV/88888888/224/3221225639/index.m3u8
7,http://[2409:8087:1a01:df::4015]/PLTV/88888888/224/3221225641/index.m3u8
8,http://[2409:8087:1a01:df::4011]/PLTV/88888888/224/3221225643/index.m3u8
9,http://[2409:8087:1a01:df::4002]/PLTV/88888888/224/3221225645/index.m3u8
10,http://[2409:8087:1a01:df::4016]/PLTV/88888888/224/3221225647/index.m3u8
11,http://[2409:8087:1a01:df::4022]/PLTV/88888888/224/3221225648/index.m3u8
12,http://[2409:8087:1a01:df::4003]/PLTV/88888888/224/3221225649/index.m3u8
13,http://[2409:8087:1a01:df::4003]/PLTV/88888888/224/3221225650/index.m3u8
14,http://[2409:8087:1a01:df::4014]/PLTV/88888888/224/3221225652/index.m3u8
15,http://[2409:8087:1a01:df::4013]/PLTV/88888888/224/3221225653/index.m3u8
16,http://[2409:8087:1a01:df::4017]/PLTV/88888888/224/3221225654/index.m3u8
17,http://[2409:8087:1a01:df::4019]/PLTV/88888888/224/3221225658/index.m3u8
18,http://[2409:8087:1a01:df::4012]/PLTV/88888888/224/3221225660/index.m3u8
19,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225662/index.m3u8
20,http://[2409:8087:1a01:df::4062]/PLTV/88888888/224/3221225733/index.m3u8
21,http://[2409:8087:1a01:df::4048]/PLTV/88888888/224/3221225735/index.m3u8
22,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225737/index.m3u8
23,http://[2409:8087:1a01:df::4074]/PLTV/88888888/224/3221225739/index.m3u8
28,http://[2409:8087:1a01:df::4030]/PLTV/88888888/224/3221225754/index.m3u8
29,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225756/index.m3u8
30,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225758/index.m3u8
31,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225760/index.m3u8
37,http://[2409:8087:1a01:df::4002]/PLTV/88888888/224/3221225895/index.m3u8
38,http://[2409:8087:1a01:df::4028]/PLTV/88888888/224/3221225897/index.m3u8
39,http://[2409:8087:1a01:df::4061]/PLTV/88888888/224/3221225899/index.m3u8
40,http://[2409:8087:1a01:df::4009]/PLTV/88888888/224/3221225901/index.m3u8
41,http://[2409:8087:1a01:df::4023]/PLTV/88888888/224/3221225903/index.m3u8
43,http://[2409:8087:1a01:df::4051]/PLTV/88888888/224/3221225905/index.m3u8
45,http://[2409:8087:1a01:df::4055]/PLTV/88888888/224/3221225910/index.m3u8
46,http://[2409:8087:1a01:df::4076]/PLTV/88888888/224/3221225912/index.m3u8
47,http://[2409:8087:1a01:df::4027]/PLTV/88888888/224/3221225914/index.m3u8
48,http://[2409:8087:1a01:df::4076]/PLTV/88888888/224/3221226027/index.m3u8
49,http://[2409:8087:1a01:df::4068]/PLTV/88888888/224/3221226031/index.m3u8
50,http://[2409:8087:1a01:df::4062]/PLTV/88888888/224/3221226046/index.m3u8
51,http://[2409:8087:1a01:df::4041]/PLTV/88888888/224/3221226053/index.m3u8
52,http://[2409:8087:1a01:df::404d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
53,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
54,http://[2409:8087:1a01:df::4033]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
55,http://[2409:8087:1a01:df::402a]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
56,http://[2409:8087:1a01:df::4046]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8

BesTV,#genre#
1,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001148/index.m3u8?love=freedom
2,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001149/index.m3u8?love=freedom
3,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001150/index.m3u8?love=freedom
4,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001151/index.m3u8?love=freedom
5,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001152/index.m3u8?love=freedom
6,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001153/index.m3u8?love=freedom
7,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001154/index.m3u8?love=freedom
8,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001359/index.m3u8?love=freedom
9,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001378/index.m3u8?love=freedom
10,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001388/index.m3u8?love=freedom
11,http://[2409:8087:1e03:21::36]:6610/cms001/ch00000090990000001398/index.m3u8?love=freedom

求索,#genre#
求索记录,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000032052/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=3
求索动物,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000010046/index.m3u8?channel-id=wasusyt&Contentid=6000000002000010046&livemode=1&stbId=3
求索科学,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000032344/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032344&livemode=1&stbId=3
求索生活,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000003382/index.m3u8?channel-id=wasusyt&Contentid=6000000002000003382&livemode=1&stbId=3

华数TV,#genre#
华数4K,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000003000004748/index.m3u8?channel-id=wasusyt&Contentid=6000000003000004748&livemode=1&stbId=3
华数4K,http://[2409:8087:7001:20:1000::96]:6610/000000001000/6000000003000004748/index.m3u8?channel-id=wasusyt&Contentid=6000000003000004748&livemode=1&stbId=3
精品剧场,http://[2409:8087:7001:20:1000::95]:6610/000000001000/8230197131234717902/index.m3u8?channel-id=wasusyt&Contentid=8230197131234717902&livemode=1&stbId=3
精彩影视,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000320630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000320630&livemode=1&stbId=3
亚洲影院,http://[2409:8087:7001:20:1000::95]:6610/000000001000/5841816227539527643/index.m3u8?channel-id=wasusyt&Contentid=5841816227539527643&livemode=1&stbId=3
欧美影院,http://[2409:8087:7001:20:1000::95]:6610/000000001000/7185203501769528108/index.m3u8?channel-id=wasusyt&Contentid=7185203501769528108&livemode=1&stbId=3
探索纪录,http://[2409:8087:7001:20:1000::95]:6610/000000001000/5359008697329269813/index.m3u8?channel-id=wasusyt&Contentid=5359008697329269813&livemode=1&stbId=3
少儿动漫,http://[2409:8087:7001:20:1000::95]:6610/000000001000/8145334647720731271/index.m3u8?channel-id=wasusyt&Contentid=8145334647720731271&livemode=1&stbId=3

NewTV,#genre#
超级电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
惊悚悬疑,http://[2409:8087:2001:20:2800:0:df6e:eb18]/wh7f454c46tw2482771376_951312812/ott.mobaibox.com/PLTV/3/224/3221227536/index.m3u8
动作电影,http://[2409:8087:2001:20:2800:0:df6e:eb06]/wh7f454c46tw2169742343_-422728889/ott.mobaibox.com/PLTV/3/224/3221227606/index.m3u8
爱情喜剧,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/wh7f454c46tw2778199896_-991379679/ott.mobaibox.com/PLTV/3/224/3221227548/index.m3u8
黑莓电影,http://[2409:8087:2001:20:2800:0:df6e:eb04]/ott.mobaibox.com/PLTV/3/224/3221225567/index.m3u8
精品综合,http://[2409:8087:7000:20:1000::22]:6060/000000001000/1000000004000019008/index.m3u8?channel-id=ystenlive&Contentid=1000000004000019008&livemode=1&stbId=3
超级电视剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
精品大剧,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw2817459161_-1430429466/ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8
古装剧场,http://[2409:8087:7000:20:1000::22]:6060/000000001000/2000000003000000024/index.m3u8?channel-id=hnbblive&Contentid=2000000003000000024&livemode=1&stbId=3
东北热剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
军旅剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]/wh7f454c46tw1807611386_-262631246/ott.mobaibox.com/PLTV/3/224/3221227603/index.m3u8
家庭剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]/wh7f454c46tw3441504651_1879058580/ott.mobaibox.com/PLTV/3/224/3221227600/index.m3u8
中国功夫,http://[2409:8087:2001:20:2800:0:df6e:eb19]/wh7f454c46tw1934355864_2070028581/ott.mobaibox.com/PLTV/3/224/3221227530/index.m3u8
明星大片,http://[2409:8087:2001:20:2800:0:df6e:eb18]/wh7f454c46tw2856695654_946966165/ott.mobaibox.com/PLTV/3/224/3221227594/index.m3u8
魅力潇湘,http://[2409:8087:7000:20:1000::22]:6060/000000001000/2000000003000000041/index.m3u8?channel-id=hnbblive&Contentid=2000000003000000041&livemode=1&stbId=3
热播精选,http://[2409:8087:7000:20:1000::22]:6060/000000001000/2000000003000000016/index.m3u8?channel-id=hnbblive&Contentid=2000000003000000016&livemode=1&stbId=3
超级综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
金牌综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
精品纪录,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw2837435881_530071425/ott.mobaibox.com/PLTV/3/224/3221227547/index.m3u8
超级体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
精品体育,http://[2409:8087:2001:20:2800:0:df6e:eb1b]/wh7f454c46tw2797725038_-2054878207/ott.mobaibox.com/PLTV/3/224/3221227615/index.m3u8
黑莓动画,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8

iHOT,#genre#
iHOT爱院线,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000030630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000030630&livemode=1&stbId=3
iHOT爱科幻,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000020630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000020630&livemode=1&stbId=3
iHOT爱浪漫,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000040630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000040630&livemode=1&stbId=3
iHOT爱喜剧,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000010630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000010630&livemode=1&stbId=3
iHOT爱悬疑,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000050630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000050630&livemode=1&stbId=3
iHOT爱奇谈,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000270630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000270630&livemode=1&stbId=3
iHOT爱谍战,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000070630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000070630&livemode=1&stbId=3
iHOT爱旅行,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000250630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000250630&livemode=1&stbId=3
iHOT爱历史,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000150630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000150630&livemode=1&stbId=3
iHOT爱科学,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000160630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000160630&livemode=1&stbId=3
iHOT爱体育,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000290630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000290630&livemode=1&stbId=3
iHOT爱动漫,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000006000280630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000280630&livemode=1&stbId=3

斗鱼,#genre#
贝拉,http://192.168.50.1:35455/douyu/3276456
辽台经典小品,http://192.168.50.1:35455/douyu/9067836
赵本山经典小品,http://192.168.50.1:35455/douyu/9817716
开心麻花经典小品,http://192.168.50.1:35455/douyu/10153463
宋小宝经典小品,http://192.168.50.1:35455/douyu/9817729
吐槽大会,http://192.168.50.1:35455/douyu/9236042
万合出品,http://192.168.50.1:35455/douyu/9220456
进击D神乐周星驰,http://192.168.50.1:35455/douyu/122402
橙記港剧,http://192.168.50.1:35455/douyu/4549169
疯狂尛瀦瀦经典港剧1,http://192.168.50.1:35455/douyu/4290711
疯狂尛瀦瀦经典港剧2,http://192.168.50.1:35455/douyu/5522351
橙沫小幺妹大秦,http://192.168.50.1:35455/douyu/1584198
糖醋小排咕纪晓岚,http://192.168.50.1:35455/douyu/11861663
Re爱吃小龙虾许三多,http://192.168.50.1:35455/douyu/11651155
卖女孩滴小姑凉悍匪,http://192.168.50.1:35455/douyu/922564
都是奔奔的错六小龄童,http://192.168.50.1:35455/douyu/8953746
久了旧知恐怖电影,http://192.168.50.1:35455/douyu/310926
UnaDirezione林正英,http://192.168.50.1:35455/douyu/218859
UU娇哒哒呀鬼片,http://192.168.50.1:35455/douyu/96577
吃奶滴虫鬼片,http://192.168.50.1:35455/douyu/263824
孤独的牧羊仁怀旧,http://192.168.50.1:35455/douyu/6861249
贝贝电影,http://192.168.50.1:35455/douyu/431460
蓝翔华语电影,http://192.168.50.1:35455/douyu/276200
傲娇的虾虾武侠古装,http://192.168.50.1:35455/douyu/338759
吃米滴虫港片,http://192.168.50.1:35455/douyu/315457
萌小鬼华语经典,http://192.168.50.1:35455/douyu/3928
安全套不套国产,http://192.168.50.1:35455/douyu/5423
冰冰经典,http://192.168.50.1:35455/douyu/74374
性感冰激凌剧经典,http://192.168.50.1:35455/douyu/7119207
PDD影院经典,http://192.168.50.1:35455/douyu/1274132
特辑电影院,http://192.168.50.1:35455/douyu/3637778
Only邵氏,http://192.168.50.1:35455/douyu/4246519
春卷大师豆瓣高分,http://192.168.50.1:35455/douyu/52787

虎牙,#genre#
王天一,http://192.168.50.1:35455/huya/822251
胖猴仔,http://192.168.50.1:35455/huya/24057412
若凌美食纪录片,http://192.168.50.1:35455/huya/11352955
摄氏零度品三国,http://192.168.50.1:35455/huya/11602032
Ayo夏哟哟,http://192.168.50.1:35455/huya/762576
不二丸叽,http://192.168.50.1:35455/huya/628219
周童潼,http://192.168.50.1:35455/huya/937430
多痣,http://192.168.50.1:35455/huya/297385
你的圈圈儿,http://192.168.50.1:35455/huya/297376
周星星,http://192.168.50.1:35455/huya/11342412
陈翔六点半,http://192.168.50.1:35455/huya/11274154
来瓶肥宅水吐槽大会,http://192.168.50.1:35455/huya/21059555
千里陈佩斯,http://192.168.50.1:35455/huya/20985776
埋堆堆官方,http://192.168.50.1:35455/huya/23740156
香港刑侦实录笑看风云,http://192.168.50.1:35455/huya/23865058
港剧慢品汇笑傲江湖,http://192.168.50.1:35455/huya/23865142
梁非凡创世纪,http://192.168.50.1:35455/huya/23749083
我是周粤驰寻秦记,http://192.168.50.1:35455/huya/23864973
我叫山鸡哥倚天屠龙记,http://192.168.50.1:35455/huya/23734246
